work_id,conference_label,conference_short_title,conference_theme_title,conference_year,conference_organizers,conference_series,conference_hosting_institutions,conference_city,conference_state,conference_country,conference_url,work_title,work_url,work_authors,work_type,parent_work_id,keywords,languages,topics,cld3,cld2,cld3vscld2
8785,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,The Construction of a Bibliographic Aid (A Guide to the Rivista de Filología Española) Using Electronic Techniques and Devices,NA,Alice M. Pollin,paper,NA,inventory and bibliography,NA,NA,en,en,same
8786,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,"A Proposed System for the Collection, Correction, and Rearrangement of Large Masses of Data",NA,Jack Heller,paper,NA,inventory and bibliography,NA,NA,en,en,same
8787,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,A Computer Program to Generate a Text Concordance,NA,"Philip H. Smith, Jr.",paper,NA,concordances,NA,NA,en,en,same
8788,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,Computer-Made Concordances to the Works of the Early Christian Writers,NA,"Joseph K. Siberz, S.J.;Joseph G. Devine, S.J.",paper,NA,concordances,NA,NA,en,en,same
8789,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,A Word-Index and Dictionary to the Old High German Glosses,NA,John C. Wells,paper,NA,concordances,NA,NA,en,en,same
8790,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,Implications of the Cornell Concordances for Computing,NA,James A. Painter,paper,NA,concordances,NA,NA,en,en,same
8791,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,The Preparation of Literary Text for Multiple Automated Studies: Comprehensive Identification and the Provision of Discriminants,NA,Thomas Clayton,paper,NA,literary texts and stylistic analysis,NA,NA,en,en,same
8792,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,The Use of a Computer in Analyzing Dryden's Spelling,NA,Vinton A. Dearing,paper,NA,literary texts and stylistic analysis,NA,NA,en,en,same
8793,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,Some Parameters for Computational Stylistics: Computer Aids to the Use of Traditional Categories in Stylistic Analysis,NA,Sally Yeates Sedelow,paper,NA,literary texts and stylistic analysis,NA,NA,en,en,same
8794,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,A Computer-Aided Investigation of Literary Influence: Milton to Shelley,NA,Joseph Raben,paper,NA,literary texts and stylistic analysis,NA,NA,en,en,same
8795,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,An Algorithm for Locating Multiple-Word Co-occurrence in Two Sets of Text,NA,Seymour Goodman;Raymond D. Villani,paper,NA,literary texts and stylistic analysis,NA,NA,en,en,same
8796,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,The IBM 1620 as a Tool for Investigating Principles of Auto-Abstracting,NA,Melvin H. Wolf,paper,NA,NA,NA,NA,en,en,same
8797,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,Optical Character Recognition,NA,Robert J. Potter,paper,NA,NA,NA,NA,en,en,same
8798,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,Report of Preliminary Discussions of Automatic Context Analysis,NA,Alan Markman,paper,NA,NA,NA,NA,en,en,same
8799,1964 - Yorktown Heights,Yorktown Heights,Literary Data Processing Conference,1964,IBM,NA,NA,Yorktown Heights,New York,United States,NA,Report of an Informal Meeting on Standard Formats for Machine-Readable Text,NA,Martin Kay,paper,NA,NA,NA,NA,en,en,same
8800,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,From Discovery to Archaeology: Working with Rare-Book MARC Records as Data,NA,Dosly Smith;Jennifer King;Leah Richardson,workshop / tutorial,NA,NA,NA,NA,en,en,same
8801,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Introduction to Sound Analysis,NA,Tanya Clement;Brian McFee,workshop / tutorial,NA,NA,NA,NA,en,en,same
8802,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Toward Embodied Knowledge: Observing and Notating Movement,NA,Rommie Leigh Stalnaker;Susan Lynn Wiesner,workshop / tutorial,NA,NA,NA,NA,en,en,same
8803,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,I Can Haz Consultation?: Investigating the Theory and Practice of the Digital Humanities Consultation,NA,Jean Ann Bauer,workshop / tutorial,NA,NA,NA,NA,en,en,same
8804,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Inclusive Digital Pedagogy: Theory and Praxis,NA,Katherine Walden;Anelise Hanson Shrout;Lisa Tagliaferri;Anne Cong-Huyen;Simon Appleford;Rebekah Walker;Danica Savonick;Tiffany Salter;Kush Patel;Joe Bauer,workshop / tutorial,NA,NA,NA,NA,en,en,same
8805,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Collections as Data Jam,NA,Nick Budak;Rebecca Koeser;Natalia Ermolaev;Abigail Potter;Meghan Ferriter;Stewart Varner;Laurie Allen;Ben Hicks;Thomas Padilla,workshop / tutorial,NA,NA,NA,NA,en,en,same
8806,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Manifold Scholarship Platform: A Hands-On Workshop,NA,Matthew Gold;Zach Davis;Jojo Karlin;Terence Smyre;Krystyna Michael,workshop / tutorial,NA,NA,NA,NA,da,en,different
8807,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Emotional Labor and Digital Humanities,NA,Laura Braunstein,paper,NA,NA,NA,NA,en,en,same
8808,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Immersive Pedagogy Workshop: How to Use VR for Teaching and Learning in the Humanities Classroom,NA,Emma Ruth Slayton;Jessica Linker;Alex Wermer-Colan;Chris Young,workshop / tutorial,NA,NA,NA,NA,en,en,same
8809,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,An Intro to Music Encoding for Data Driven Scholarship,NA,Anna Kijas;Sarah Melton;Raffaele Viglianti,workshop / tutorial,NA,NA,NA,NA,en,en,same
8810,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Embodied Data Paper Session 1,NA,Quinn Dombrowski,multipaper session,NA,NA,NA,NA,en,en,same
8811,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,XM<LGBT/>: Enacting the QueerOS,NA,Abbie Levesque,paper,8810,NA,NA,NA,NA,en,NA
8812,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Tejidos Autómatas: Simbología Textil Indígena Latinoamericana desde los modelos de autómatas celulares,NA,Iván Terceros,paper,8810,NA,NA,NA,NA,es,NA
8813,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Ethics of (Digital Humanities) Algorithms: Toward a Code of Ethics for Algorithms in the Digital Humanities,NA,Clifford B. Anderson,paper,8810,NA,NA,NA,NA,en,NA
8814,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Nuances of Data: What Can DH Contribute?,NA,Chris Alen Sula,panel / roundtable,NA,NA,NA,NA,en,en,same
8815,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Space and Place Paper Session 1,NA,Katherine Walden,multipaper session,NA,NA,NA,NA,en,en,same
8816,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Engaging the Archive and its Absences: Lessons From New York City’s Nineteenth-Century Spanish-Language Press,NA,Kelley Kreitz,paper,8815,NA,NA,NA,en,en,same
8817,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,OpenGazAm: Digitization and Toponym Resolution for a Historical Gazetteer Of The Early Modern Americas,NA,Rombert Stapel;Ashkan Ashkpour;Martin Reynaert,paper,8815,NA,NA,NA,en,en,same
8818,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Changing Places: Using Spatio-Temporal Maps to Link Literary Texts with Movement,NA,Anindita Basu Sempere,paper,8815,NA,NA,NA,en,en,same
8819,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,"An Experience of Digital Landscape: Iconography, Interaction, and Immersion",NA,Jesse Rouse,paper,8815,NA,NA,NA,en,en,same
8820,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Up Close and Personal: Ethical Social Media Research in a Distant and Big Data World,NA,Aimée Morrison;Philip Miletic;Arun Jacob;Eileen Mary Holowka;Stormy Compeán Sweitzer,panel / roundtable,NA,NA,NA,NA,en,en,same
8821,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Mixed Media Paper Session,NA,Brandon Walsh,multipaper session,NA,NA,NA,NA,en,en,same
8822,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,"Resisting Canon and Colonialism in the Digitization of ""Oriental"" Manuscripts",NA,Caroline Schroeder,paper,8821,NA,NA,NA,en,en,same
8823,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Visual Scripting of Craft Techniques to Create Digital Humanities Tools That Can Contribute to Design Methodology,NA,Lisa Marks,paper,8821,NA,NA,NA,en,en,same
8824,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,PodcastRE - Saving and Studying New Sounds,NA,Eric Hoyt;Jeremy Morris,paper,8821,NA,NA,NA,en,en,same
8825,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Changing Lanes: A Reanimation of Shell Oil’s Carol Lane,NA,Melissa Suzanne Dollman,paper,8821,NA,NA,NA,en,en,same
8826,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Birding the Future,NA,Krista Caballero;Frank Ekeberg,poster / demo / art installation,NA,NA,NA,NA,la,en,different
8827,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Cybernetics Library: Revealing Systems of Exclusion,NA,Sarah Hamerman;Melanie Hoff;Charles Eppley;Sam Hart;David Isaac Hecht;Dan Taeyoung,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8828,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Quick Red Flag Check Tool,NA,Laurel Zuckerman,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8829,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,CoAuthOR: Collaborative Authorship with an Opinionated Robot,NA,Cody VanZandt,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8830,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Original Mobile Games: Playable Game History on Mobiles,NA,Stephen Jacobs,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8831,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Fostering Open Scholarly Communities with Commons In A Box,NA,Matthew Gold;Charlie Edwards;Jody Rosen;Kathleen Fitzpatrick;Paul Schact;Kashema Hutchinson,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8832,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,"Wikibabel: Procedural Knowledge Generation using Epistemology, Encyclopedias, and Machine Learning",NA,Zach Coble,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8833,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Seeker: A Visual Analytic Tool for Humanities Research,NA,Heather Corrinne Dewey;Beomjin Kim;Jeffrey Malanson;Benjamin Aeschliman,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8834,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Designing an Original Video Game in Academia,NA,Patricia Seed;Jessica Kernan,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8835,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The MV Tool: Embodying Interdisciplinary Research,NA,Jenny Oyallon-Koloski;Michael Junokas,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8836,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Scholarly Publishing with Manifold,NA,Matthew Gold;Jojo Karlin;Liz Losh;Jacqueline Wernimont;Carole Stabile,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8837,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,XR in the Digital Humanities,NA,Micki Kaufman;Lynn Ramey,poster / demo / art installation,NA,NA,NA,NA,af,en,different
8838,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,A Digital Game for a Real-World French Course,NA,Rachel Faerber-Ovaska,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8839,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Caselaw Access Project: A Complete Data Set of United States Caselaw,NA,Jack Cushman,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8840,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Psychasthenia 3: Dupes,NA,Victoria Szabo;Joyce Rudinsky,poster / demo / art installation,NA,NA,NA,NA,ru-Latn,NA,NA
8841,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Co-creating Affect: Towards an Ontology of Joy,NA,Nikki Stevens;Molly Morin;Liz Lessner;Jason Barrett-Fox,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8842,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,"How to Keep Reading: An Interactive Panel on ""Mediate: A Time-Based Media Annotation Tool""",NA,Joel Burges;Emily Sherwood;Joshua Romphf;Solveiga Armoskaite;Daren Mueller;Patrick Sullivan,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8843,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Novels in the News: The Reprinting of Fiction in Nineteenth-Century Newspapers,NA,Avery Blankenship;Ryan Cordell,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8844,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Odors of Mediation: A Case Study in 3D Printing,NA,Jeffrey Moro,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8845,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Mapping an Archipelago of Influence,NA,Corey D. Clawson,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8846,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,From Document to Data: Prosopography and Topography in the Tax Rolls of Medieval Paris,NA,Nathan A. Daniels,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8847,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,"Reimagining Romance: ""The Legend of Korra"" Critical Fandom Practices",NA,Cara Marta Messina,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8848,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,What’s in a Face? Examining Historical Trends Through the Faces of a Mass Media Publication,NA,Kathleen Brennan;Ana Jofre;Vincent Berardi;Aisha Cornejo,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8849,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Designing a Community Based Digital Archives Project and FYE Course Module,NA,Sally A. Everson;Juliet Glenn-Callendar;Levette Morris;Ohmar Morris,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8850,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,The Digital Studies 101 Website: Developing and Using An Un-Textbook,NA,Lee Skallerup Bessette;Zach Walen;Brenta Blevins,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8851,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Minority Representation in the Foreign Language Classroom: Teaching Languages Through Digital Engagement,NA,Sumor Ziva Sheppard,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8852,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Creating a Spatial History of London’s Public Drinking Fountains,NA,Lisa Spiro,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8853,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Viaggio alla ricerca della conoscenza: Dalla faccetta R alle faccette R4 dei FAIR PRINCIPLES per l'identificazione del Digital Cultural Heritage,NA,Nicola Bartubi,poster / demo / art installation,NA,NA,NA,NA,it,it,same
8854,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Topics and Terms: Differential Vocabularies in Composition/Rhetoric Doctoral Dissertations,NA,Benjamin Miller,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8855,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,College Your Way: The Language of Marketing in Contemporary Commerce and Higher Education,NA,Erik Simpson;Megan Tcheng,poster / demo / art installation,NA,NA,NA,NA,en,en,same
8856,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Towards Computational Analysis of Survivor Interviews about Holocaust and Massacre,NA,Lu Xiao;Liangqin Jiang;Steven High;Hao Yu;Robert Mercer;Jumayel Islam;Wenchao Zhai;Jianyi Liu;Qingyao Yu;Yuyu Ko,poster / demo / art installation,NA,NA,NA,NA,NA,en,NA
8857,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Visualizing Uplift: Women of the Early Harlem Renaissance (1900-1922),NA,Amardeep Singh,poster / demo / art installation,NA,NA,NA,NA,zu,en,different
8858,2019 - Pittsburgh,Pittsburgh,NA,2019,ACH;KeystoneDH,ACH/ICCH;KeystoneDH,Carnegie Mellon University;Duquesne University;University of Pittsburgh,Pittsburgh,Pennsylvania,United States,http://ach2019.ach.org/,Documents to Data: The Evolution of Approaches to a Library Archive,NA,Rebecca Koeser;Rebecca Munson;Joshua Kotin;Elspeth Green,poster / demo / art installation,NA,NA,NA,NA,en,en,same
